ID,Title,Description,Price,Sale_Price,Image,Availability,Brand,Category,URL
watch_134,Emporio Armani Watch For Women اخضر,"Emporio Armani Watch For Women اخضر - هدية فريدة من Emirates Gifts",375 AED,325 AED,https://m5zoon.com/public/uploads/products/1753714913529844.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_134
watch_135,Breitling Endurance Pro كحلي,"Breitling Endurance Pro كحلي - هدية فريدة من Emirates Gifts",375 AED,325 AED,https://m5zoon.com/public/uploads/products/1753715027424007.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_135
watch_136,Omega watch - navy blue strap,"Omega watch - navy blue strap - هدية فريدة من Emirates Gifts",620 AED,570 AED,https://m5zoon.com/public/uploads/products/1753972808675319.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_136
watch_137,Rolex datejust Black silver - copy 1,"Rolex datejust Black silver - copy 1 - هدية فريدة من Emirates Gifts",530 AED,480 AED,https://m5zoon.com/public/uploads/products/1754412726895640.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_137
watch_138,Rolex datejust green watch,"Rolex datejust green watch - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/175447227738668.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_138
watch_139,ساعة رولكس مينا أخضر نسائي نيو موديل,"ساعة رولكس مينا أخضر نسائي نيو موديل - هدية فريدة من Emirates Gifts",377 AED,327 AED,https://m5zoon.com/public/uploads/products/1754574717779013.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_139
watch_140,Rolex Oyster Perpetual 41 - Silver copy1,"Rolex Oyster Perpetual 41 - Silver copy1 - هدية فريدة من Emirates Gifts",525 AED,475 AED,https://m5zoon.com/public/uploads/products/1755255922525936.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_140
watch_141,Patek philippe geneve black copy 1,"Patek philippe geneve black copy 1 - هدية فريدة من Emirates Gifts",560 AED,510 AED,https://m5zoon.com/public/uploads/products/1755444255492836.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_141
watch_142,(Rolex Submariner Green COPY 1  ( AUTOMATIC,"(Rolex Submariner Green COPY 1  ( AUTOMATIC - هدية فريدة من Emirates Gifts",530 AED,480 AED,https://m5zoon.com/public/uploads/products/1755603291676285.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_142
watch_143,Rolex datejust mint green copy 1  automatic 41mm,"Rolex datejust mint green copy 1  automatic 41mm - هدية فريدة من Emirates Gifts",690 AED,640 AED,https://m5zoon.com/public/uploads/products/1755963296244340.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_143
watch_144,Rolex day - date just white copy 1 automatic,"Rolex day - date just white copy 1 automatic - هدية فريدة من Emirates Gifts",715 AED,665 AED,https://m5zoon.com/public/uploads/products/1756294484966883.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_144
watch_145,Rolex روز جولد (31mm) + البوكس الأصلي,"Rolex روز جولد (31mm) + البوكس الأصلي - هدية فريدة من Emirates Gifts",405 AED,355 AED,https://m5zoon.com/public/uploads/products/1757099201703253.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_145
watch_146,Rolex Daydate rose gold-brown 41mm + البوكس الأصلي,"Rolex Daydate rose gold-brown 41mm + البوكس الأصلي - هدية فريدة من Emirates Gifts",395 AED,345 AED,https://m5zoon.com/public/uploads/products/175718095635360.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_146
watch_147,Couple Rolex watch - Silver,"Couple Rolex watch - Silver - هدية فريدة من Emirates Gifts",445 AED,395 AED,https://m5zoon.com/public/uploads/products/1757524816214151.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_147
watch_148,Couple Rolex watch - Silver&black,"Couple Rolex watch - Silver&black - هدية فريدة من Emirates Gifts",445 AED,395 AED,https://m5zoon.com/public/uploads/products/1757524962884190.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_148
watch_149,Couple Rolex watch - gold&black,"Couple Rolex watch - gold&black - هدية فريدة من Emirates Gifts",445 AED,395 AED,https://m5zoon.com/public/uploads/products/1757525126959642.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_149
watch_150,Couple Rolex watch - gold &black &silver,"Couple Rolex watch - gold &black &silver - هدية فريدة من Emirates Gifts",445 AED,395 AED,https://m5zoon.com/public/uploads/products/1757525267213998.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_150
watch_151,Couple Rolex watch - gold,"Couple Rolex watch - gold - هدية فريدة من Emirates Gifts",445 AED,395 AED,https://m5zoon.com/public/uploads/products/1757525426185833.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_151
watch_152,Couple Rolex watch - white&silver&gold,"Couple Rolex watch - white&silver&gold - هدية فريدة من Emirates Gifts",445 AED,395 AED,https://m5zoon.com/public/uploads/products/1757525529148384.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_152
watch_153,Couple Rolex watch - green&silver&gold,"Couple Rolex watch - green&silver&gold - هدية فريدة من Emirates Gifts",445 AED,395 AED,https://m5zoon.com/public/uploads/products/1757525635608050.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_153
watch_154,ساعة رولكس نسائي مينا أخضر + البوكس الأصلي,"ساعة رولكس نسائي مينا أخضر + البوكس الأصلي - هدية فريدة من Emirates Gifts",435 AED,385 AED,https://m5zoon.com/public/uploads/products/1758053169323932.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_154
watch_155,ساعة رولكس نسائي مينا أزرق + البوكس الأصلي,"ساعة رولكس نسائي مينا أزرق + البوكس الأصلي - هدية فريدة من Emirates Gifts",430 AED,380 AED,https://m5zoon.com/public/uploads/products/1758053303204910.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_155
watch_156,Rolex datejust chocolate for women,"Rolex datejust chocolate for women - هدية فريدة من Emirates Gifts",377 AED,327 AED,https://m5zoon.com/public/uploads/products/1758469890649889.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_156
watch_157,Rolex datejust all silver copy 1,"Rolex datejust all silver copy 1 - هدية فريدة من Emirates Gifts",525 AED,475 AED,https://m5zoon.com/public/uploads/products/1758546095954083.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_157
watch_158,ساعة رولكس نسائي مينا بني + البوكس الأصلي,"ساعة رولكس نسائي مينا بني + البوكس الأصلي - هدية فريدة من Emirates Gifts",430 AED,380 AED,https://m5zoon.com/public/uploads/products/1758742078744162.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_158
watch_159,Rolex datejust chocolate for women + البوكس الأصلي,"Rolex datejust chocolate for women + البوكس الأصلي - هدية فريدة من Emirates Gifts",407 AED,357 AED,https://m5zoon.com/public/uploads/products/1758744551129745.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_159
watch_160,ساعة رولكس مينا أخضر نسائي نيو موديل + البوكس الاصلي,"ساعة رولكس مينا أخضر نسائي نيو موديل + البوكس الاصلي - هدية فريدة من Emirates Gifts",407 AED,357 AED,https://m5zoon.com/public/uploads/products/1759334391865213.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_160
watch_161,Rolex day - date rose gold chocolate copy 1,"Rolex day - date rose gold chocolate copy 1 - هدية فريدة من Emirates Gifts",550 AED,500 AED,https://m5zoon.com/public/uploads/products/1759341674220265.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_161
watch_162,Rolex Datejust || Blue silver + البوكس الاصلي,"Rolex Datejust || Blue silver + البوكس الاصلي - هدية فريدة من Emirates Gifts",395 AED,345 AED,https://m5zoon.com/public/uploads/products/1759356021504771.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_162
watch_163,ساعة ديت جاست جولد و سيلفر مينا بني+ البوكس الاصلي,"ساعة ديت جاست جولد و سيلفر مينا بني+ البوكس الاصلي - هدية فريدة من Emirates Gifts",395 AED,345 AED,https://m5zoon.com/public/uploads/products/1759770308161661.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_163
watch_164,Rolex Datejust 41 Two Tone Rose Gold,"Rolex Datejust 41 Two Tone Rose Gold - هدية فريدة من Emirates Gifts",540 AED,490 AED,https://m5zoon.com/public/uploads/products/1760005930625468.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_164
watch_165,Rolex Date Just Wimbledon,"Rolex Date Just Wimbledon - هدية فريدة من Emirates Gifts",530 AED,480 AED,https://m5zoon.com/public/uploads/products/1760091360730496.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_165
watch_166,ساعة رولكس فضي مينا أبيض,"ساعة رولكس فضي مينا أبيض - هدية فريدة من Emirates Gifts",365 AED,315 AED,https://m5zoon.com/public/uploads/products/1760368436660482.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_166
watch_167,ساعة رولكس فضي مينا أبيض + البوكس الأصلي,"ساعة رولكس فضي مينا أبيض + البوكس الأصلي - هدية فريدة من Emirates Gifts",395 AED,345 AED,https://m5zoon.com/public/uploads/products/1760368527279408.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_167
watch_168,Rolex Datejust 28ml black,"Rolex Datejust 28ml black - هدية فريدة من Emirates Gifts",540 AED,490 AED,https://m5zoon.com/public/uploads/products/1761057799460976.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_168
watch_169,ساعة ديور نسائية دائري مينا اسود,"ساعة ديور نسائية دائري مينا اسود - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761058180115134.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_169
watch_170,ساعة ديور نسائية دائري مينا ابيض,"ساعة ديور نسائية دائري مينا ابيض - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761058250637754.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_170
watch_171,ساعة ديور نسائية دائري مينا اخضر,"ساعة ديور نسائية دائري مينا اخضر - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761058305782570.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_171
watch_172,ساعة ديور نسائية جولد و سيلفر مينا ابيض,"ساعة ديور نسائية جولد و سيلفر مينا ابيض - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761058693749451.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_172
watch_173,ساعة ديور نسائية جولد و سيلفر مينا اخضر,"ساعة ديور نسائية جولد و سيلفر مينا اخضر - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/176105879096577.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_173
watch_174,ساعة ديور نسائية سيلفر مينا ابيض,"ساعة ديور نسائية سيلفر مينا ابيض - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761058955825455.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_174
watch_175,ساعة ديور نسائية سيلفر مينا اسود,"ساعة ديور نسائية سيلفر مينا اسود - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761059022113201.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_175
watch_176,ساعة ديور نسائية جولد مينا اسود,"ساعة ديور نسائية جولد مينا اسود - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761059124893031.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_176
watch_177,ساعة ديور نسائية جولد مينا ابيض,"ساعة ديور نسائية جولد مينا ابيض - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761059185702630.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_177
watch_178,Aigner watch gold strab,"Aigner watch gold strab - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761061092894534.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_178
watch_179,Aigner watch silver strab مينا ابيض,"Aigner watch silver strab مينا ابيض - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761061317936794.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_179
watch_180,Aigner watch silver strab مينا اسود,"Aigner watch silver strab مينا اسود - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/176106137087541.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_180
watch_181,Aigner watch silver*gold strab مينا اسود,"Aigner watch silver*gold strab مينا اسود - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/176106153438940.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_181
watch_182,Aigner watch silver strab مينا ابيض,"Aigner watch silver strab مينا ابيض - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761061732362698.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_182
watch_183,Aigner watch silver strab مينا اخضر,"Aigner watch silver strab مينا اخضر - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761061776840789.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_183
watch_184,Aigner watch 1 gold,"Aigner watch 1 gold - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/176112166341271.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_184
watch_185,Aigner watch 1 silver strab مينا ابيض,"Aigner watch 1 silver strab مينا ابيض - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/176112173168356.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_185
watch_186,Aigner watch 1 silver strab مينا اسود,"Aigner watch 1 silver strab مينا اسود - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761121784104784.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_186
watch_187,Aigner watch 1 silver*gold مينا اخضر,"Aigner watch 1 silver*gold مينا اخضر - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761121941149980.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_187
watch_188,Aigner watch 1 silver*gold مينا بني,"Aigner watch 1 silver*gold مينا بني - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761121998362983.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_188
watch_189,Aigner watch 1 silver*gold مينا ابيض,"Aigner watch 1 silver*gold مينا ابيض - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761122053977631.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_189
watch_190,Piaget watch silver,"Piaget watch silver - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761122396851293.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_190
watch_191,Piaget watch silver*gold,"Piaget watch silver*gold - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761122539172326.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_191
watch_192,مينا ابيض Piaget watch gold,"مينا ابيض Piaget watch gold - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/176112260435495.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_192
watch_193,مينا اخضر Piaget watch gold,"مينا اخضر Piaget watch gold - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/176112265599750.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_193
watch_194,مينا اسود Piaget watch gold,"مينا اسود Piaget watch gold - هدية فريدة من Emirates Gifts",372 AED,322 AED,https://m5zoon.com/public/uploads/products/1761123021259283.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_194
watch_195,ساعة كوبل رولكس اويستر مينا بني,"ساعة كوبل رولكس اويستر مينا بني - هدية فريدة من Emirates Gifts",439 AED,389 AED,https://m5zoon.com/public/uploads/products/1761123423859239.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_195
watch_196,ساعة كوبل رولكس اويستر مينا اسود,"ساعة كوبل رولكس اويستر مينا اسود - هدية فريدة من Emirates Gifts",439 AED,389 AED,https://m5zoon.com/public/uploads/products/1761123469483260.webp,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_196
watch_197,ساعة Rolex ديت جاست مينا اخضر + البوكس الأصلي,"ساعة Rolex ديت جاست مينا اخضر + البوكس الأصلي - هدية فريدة من Emirates Gifts",405 AED,355 AED,https://m5zoon.com/public/uploads/products/1761157567360958.png,in stock,Watches,Watches,https://emirates-gifts.arabsad.com/products/watch_197
